Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","t","129056.44","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","1000 USD","83404","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","t","74627.93","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","1000 USD","45680","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","113210.97","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","1000 USD","78459","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","128286.2","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","1000 USD","54204","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1961","1961","t","160930","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1961","1961","1000 USD","16321","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1961","1961","t","445020","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1961","1961","1000 USD","17925","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1962","1962","t","283120","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1962","1962","1000 USD","34205","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1962","1962","t","284720","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1962","1962","1000 USD","18441","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1963","1963","t","244090","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1963","1963","1000 USD","25272","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1963","1963","t","274800","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1963","1963","1000 USD","11422","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1964","1964","t","165980","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1964","1964","1000 USD","13505","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1964","1964","t","376230","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1964","1964","1000 USD","15908","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1965","1965","t","217300","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1965","1965","1000 USD","21164","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1965","1965","t","562790","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1965","1965","1000 USD","31735","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1966","1966","t","214107","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1966","1966","1000 USD","25617","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1966","1966","t","464464","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1966","1966","1000 USD","29040","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1967","1967","t","276532","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1967","1967","1000 USD","28926","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1967","1967","t","244105","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1967","1967","1000 USD","15288","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1968","1968","t","177123","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1968","1968","1000 USD","16020","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1968","1968","t","312658","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1968","1968","1000 USD","14847","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1969","1969","t","175865","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1969","1969","1000 USD","19874","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1969","1969","t","557047","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1969","1969","1000 USD","34097","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1970","1970","t","230398","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1970","1970","1000 USD","24459","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1970","1970","t","377852","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1970","1970","1000 USD","28309","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1971","1971","t","170385","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1971","1971","1000 USD","21365","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1971","1971","t","424753","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1971","1971","1000 USD","19832","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1972","1972","t","172392","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1972","1972","1000 USD","20328","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1972","1972","t","631798","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1972","1972","1000 USD","41120","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1973","1973","t","234034","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1973","1973","1000 USD","46363","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1973","1973","t","280327","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1973","1973","1000 USD","35686","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1974","1974","t","183005","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1974","1974","1000 USD","36948","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1974","1974","t","276135","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1974","1974","1000 USD","30806","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1975","1975","t","175137","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1975","1975","1000 USD","45491","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1975","1975","t","374129","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1975","1975","1000 USD","56179","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1976","1976","t","543480","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1976","1976","1000 USD","192849","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1976","1976","t","104878","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1976","1976","1000 USD","39664","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1977","1977","t","563082","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1977","1977","1000 USD","164102","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1977","1977","t","311087","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1977","1977","1000 USD","47849","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1978","1978","t","177963","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1978","1978","1000 USD","54867","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1978","1978","t","608019","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1978","1978","1000 USD","64787","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1979","1979","t","227298","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1979","1979","1000 USD","69170","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1979","1979","t","434080","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1979","1979","1000 USD","75627","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1980","1980","t","169170","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1980","1980","1000 USD","54456","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1980","1980","t","759342","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1980","1980","1000 USD","104855","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1981","1981","t","186385","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1981","1981","1000 USD","49733","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1981","1981","t","721182","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1981","1981","1000 USD","91224","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1982","1982","t","287370","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1982","1982","1000 USD","71448","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1982","1982","t","496418","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1982","1982","1000 USD","83026","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1983","1983","t","310655","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1983","1983","1000 USD","67088","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1983","1983","t","532753","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1983","1983","1000 USD","75400","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1984","1984","t","395673","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1984","1984","1000 USD","108621","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1984","1984","t","404054","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1984","1984","1000 USD","73191","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1985","1985","t","324395","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1985","1985","1000 USD","59373","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1985","1985","t","521438","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1985","1985","1000 USD","44106","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1986","1986","t","302921","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1986","1986","1000 USD","66825","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1986","1986","t","533663","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1986","1986","1000 USD","58094","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1987","1987","t","296696","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1987","1987","1000 USD","95433","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1987","1987","t","661643","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1987","1987","1000 USD","108024","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1988","1988","t","315762","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1988","1988","1000 USD","75606","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1988","1988","t","784522","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1988","1988","1000 USD","119423","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1989","1989","t","465656","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1989","1989","1000 USD","116266","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1989","1989","t","554519","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1989","1989","1000 USD","106515","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1990","1990","t","530190","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1990","1990","1000 USD","164241","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1990","1990","t","454513","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1990","1990","1000 USD","120091","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1991","1991","t","559193","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1991","1991","1000 USD","165305","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1991","1991","t","641884","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1991","1991","1000 USD","159898","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1992","1992","t","320101","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1992","1992","1000 USD","116210","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1992","1992","t","618369","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1992","1992","1000 USD","117442","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1993","1993","t","236762","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1993","1993","1000 USD","74943","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1993","1993","t","720779","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1993","1993","1000 USD","122624","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1994","1994","t","334917","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1994","1994","1000 USD","114924","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1994","1994","t","702975","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1994","1994","1000 USD","185334","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1995","1995","t","413972","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1995","1995","1000 USD","208237","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1995","1995","t","610827","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1995","1995","1000 USD","233523","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1996","1996","t","302597","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1996","1996","1000 USD","115264","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1996","1996","t","695821","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1996","1996","1000 USD","159652","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1997","1997","t","284867","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1997","1997","1000 USD","79183","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1997","1997","t","874057","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1997","1997","1000 USD","160646","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1998","1998","t","360597","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1998","1998","1000 USD","94616","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1998","1998","t","1248937","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1998","1998","1000 USD","255210","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","1999","1999","t","391993","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","1999","1999","1000 USD","113794","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","1999","1999","t","1136101","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","1999","1999","1000 USD","273879","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2000","2000","t","325416","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2000","2000","1000 USD","63343","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2000","2000","t","1109320","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2000","2000","1000 USD","183975","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2001","2001","t","399773","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2001","2001","1000 USD","81939","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2001","2001","t","1113815","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2001","2001","1000 USD","207998","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2002","2002","t","323053","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2002","2002","1000 USD","78588","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2002","2002","t","1023504","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2002","2002","1000 USD","238591","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2003","2003","t","261895","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2003","2003","1000 USD","71648","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2003","2003","t","1438611","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2003","2003","1000 USD","343719","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2004","2004","t","363728","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2004","2004","1000 USD","125846","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2004","2004","t","1434335","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2004","2004","1000 USD","428990","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2005","2005","t","247560","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2005","2005","1000 USD","81273","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2005","2005","t","1488230","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2005","2005","1000 USD","314319","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2006","2006","t","318292","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2006","2006","1000 USD","98759","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2006","2006","t","1848822","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2006","2006","1000 USD","493211","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2007","2007","t","547982","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2007","2007","1000 USD","168838","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2007","2007","t","1962429","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2007","2007","1000 USD","682552","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2008","2008","t","480610","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2008","2008","1000 USD","160441","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2008","2008","t","1889809","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2008","2008","1000 USD","545724","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2009","2009","t","342410","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2009","2009","1000 USD","101701","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2009","2009","t","1964404","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2009","2009","1000 USD","478477","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2010","2010","t","414729","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2010","2010","1000 USD","107880","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2010","2010","t","2318680","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2010","2010","1000 USD","613074","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2011","2011","t","407234","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2011","2011","1000 USD","107799","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2011","2011","t","1987500","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2011","2011","1000 USD","684868","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2012","2012","t","405048","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2012","2012","1000 USD","115862","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2012","2012","t","1984730","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2012","2012","1000 USD","513813","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2013","2013","t","469398","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2013","2013","1000 USD","172424","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2013","2013","t","1909669","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2013","2013","1000 USD","754636","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2014","2014","t","387035.22","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2014","2014","1000 USD","111029","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2014","2014","t","1904746.43","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2014","2014","1000 USD","517952","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2015","2015","t","384417.9","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2015","2015","1000 USD","91100","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2015","2015","t","1949139.43","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2015","2015","1000 USD","459086","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2016","2016","t","438113.3","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2016","2016","1000 USD","127237","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2016","2016","t","1846821.54","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2016","2016","1000 USD","599154","A","Official figure",""
"TCL","Crops and livestock products","250","France","5610","Import Quantity","01510","Potatoes","2017","2017","t","431550.52","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import Value","01510","Potatoes","2017","2017","1000 USD","135757","A","Official figure",""
"TCL","Crops and livestock products","250","France","5910","Export Quantity","01510","Potatoes","2017","2017","t","2038305.14","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export Value","01510","Potatoes","2017","2017","1000 USD","594729","A","Official figure",""
